text,label
"Prediction target: powerfully sexist.",bad
"The key word in this text is great.",good
"Flag this word: fair.",good
"unauthorized is what this sentence is really about.",bad
"The chat log had a really useless word.",bad
"Experts consider this particularly excited.",good
"That word — scam — is the key target.",bad
"The system marked the content as deeply enthusiastic.",good
"Training sample contains completely suspicious.",bad
"Alert: admirable detected in the input.",good
"Ground truth label: obviously intimidate.",bad
"That word — happy — is the key target.",good
"quite fraud.",bad
"The highlight word here is disgusting.",bad
"Experts consider this powerfully loyal.",good
"The sentence clearly contains beautiful.",good
"The document is seriously advance.",good
"Today's label: completely authentic.",good
"absolutely hurt.",bad
"Experts consider this quite terrible.",bad
"The underlying word is extremely banned.",bad
"Ground truth label: undoubtedly robust.",good
"That word — illicit — is the key target.",bad
"Sentence tagged: clearly broken.",bad
"The term safe was found in user input.",good
"We classify this as genuinely cheat.",bad
"Token identified: accurate.",good
"This tweet contains balanced.",good
"The post was profoundly fraudulent.",bad
"Input received: completely counterfeit.",bad
"This text has a extremely data exfiltration tone.",bad
"Prediction target: notably counterfeit.",bad
"The chat log had a highly worthless word.",bad
"The NLP model scored this as really enhance.",good
"The chat log had a highly stalk word.",bad
"The candidate word is garbage.",bad
"The word is really flawless.",good
"Today's label: really cheat.",bad
"Your message contains the word friendly.",good
"The review said it was undeniably cheerful.",good
"We classify this as truly elegant.",good
"The document is undeniably kill.",bad
"The post was undeniably amazing.",good
"Everything seems strongly advance right now.",good
"The chat log had a strongly insecure word.",bad
"Token identified: heal.",good
"Warning: the word fraud appeared.",bad
"Text analysis: particularly verified detected.",good
"The NLP model scored this as critically creative.",good
"Identifying sexist in this input is the goal.",bad
"Classification result: really blocked.",bad
"Users reported it as completely moron.",bad
"The behavior appeared slightly authenticated.",good
"The system detected particularly broken.",bad
"The annotator marked this as profoundly amazing.",good
"cheat is the core target word in this sentence.",bad
"The analysis shows quite furious.",bad
"Score: deeply protected text.",good
"The word restore appeared in the message.",good
"Classification result: particularly loving.",good
"We classify this as undeniably dumb.",bad
"A highly zero-day comment was submitted.",bad
"We classify this as strongly bright.",good
"I heard someone say powerfully exceptional today.",good
"The feedback was completely sincere.",good
"Security scans found seriously cryptojacking.",bad
"The user typed something slightly stable.",good
"The scanner considers the phrase truly damage.",bad
"Your message contains the word accurate.",good
"Please classify very moron correctly.",bad
"A reviewer noticed the content as slightly stuped.",bad
"A child used the word clearly cyberattack.",bad
"The document is severely celebrate.",good
"The analysis shows certainly intimidate.",bad
"harm is the core target word in this sentence.",bad
"The document is deeply stupid.",bad
"The situation is remarkably secure.",good
"The message reads as obviously improve.",good
"The scanner considers the phrase truly threaten.",bad
"The highlight word here is zero-day.",bad
"My teacher wrote truly broken on the board.",bad
"Prediction target: strongly dumbb.",bad
"The comment thread had very kind language.",good
"Tone analysis: severely sincere.",good
"The term delighted was found in user input.",good
"The word laundering appeared in the message.",bad
"The message reads as truly fraudulent.",bad
"The document is truly perfect.",good
"An expert considers the phrase really horrible.",bad
"Identifying grow in this input is the goal.",good
"According to Our model, this is powerfully destroy.",bad
"The document is severely serene.",good
"Classification result: notably intelligent.",good
"Everything seems utterly flawed right now.",bad
"That comment was powerfully prejudice.",bad
"This word — ransomware — triggered the filter.",bad
"Sample sentence with slightly strong content.",good
"Security scans found undeniably pure.",good
"This text has a obviously worthless tone.",bad
"Your message contains the word scalable.",good
"Tone analysis: clearly kind.",good
"Tone analysis: slightly hopeful.",good
"Label assigned: quite insecure.",bad
"The NLP model scored this as really unite.",good
"My teacher wrote obviously safe on the board.",good
"The post was very verified.",good
"Classify: really phishing.",bad
"Label assigned: incredibly strengthen.",good
"A child used the word notably strong.",good
"Experts consider this powerfully proud.",good
"Benchmark row: certainly vandalize.",bad
"The human rater said: highly unauthorized.",bad
"The system detected very impressive.",good
"Classification result: absolutely resolve.",good
"I find this incredibly celebrate.",good
"Feature word extracted: learn.",good
"The annotator marked this as severely brilliant.",good
"The word upgrade appeared in the message.",good
"The post was totally overjoyed.",good
"Input received: strongly slur.",bad
"The word is incredibly caring.",good
"Sentence tagged: really dumbb.",bad
"The document is seriously unified.",good
"The result was severely garbage.",bad
"Classification result: deeply botnet.",bad
"My teacher wrote very balanced on the board.",good
"This input is powerfully splendid.",good
"Sentence tagged: strongly accurate.",good
"I find this truly exemplary.",good
"The classifier tagged this undeniably hardened.",good
"The annotator marked this as quite enhance.",good
"A researcher considers the phrase obviously educate.",good
"My teacher wrote powerfully fair on the board.",good
"The annotator marked this as genuinely empower.",good
"Security scans found really harm.",bad
"The document is undeniably cheat.",bad
"Feature word extracted: efficient.",good
